Age,Tenure,NumProducts,SaccoScore,MonthsInactive,BranchVisits,UtilizationRate,Education_Ord,EmploymentStatus_TE,Balance_RobustScaler,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,Churn
31,52,2,24,5,9,0.84,2.0,0.2723334021043945,-0.004148725814499288,1,1,0,0
52,141,3,14,8,10,0.91,3.0,0.2641112047177759,1.0042103253069194,1,1,0,1
32,41,1,20,12,10,0.72,2.0,0.2641112047177759,0.7233474396170976,0,1,0,1
42,167,4,14,9,7,0.53,3.0,0.2767747230201067,-0.5150117963027985,0,1,0,0
42,2,1,13,4,7,0.97,2.0,0.265988987717069,-0.6342437738313036,0,0,1,1
36,45,2,11,7,10,0.68,2.0,0.27391304347826084,0.0157663900849457,0,1,0,1
34,50,2,9,6,10,0.81,2.0,0.27391304347826084,2.1388455639125517,0,0,1,0
45,9,1,18,9,12,0.86,2.0,0.27812113720642767,0.11410997973376699,0,1,0,0
38,140,4,13,10,8,0.96,1.0,0.2770060128550695,-0.2810076444970093,1,1,0,1
45,17,1,12,7,4,0.6,2.0,0.27812113720642767,2.1388455639125517,1,0,1,1
30,168,1,10,9,10,0.57,3.0,0.27391304347826084,-0.5122274992454062,0,0,1,0
56,173,1,13,9,8,0.75,3.0,0.2723334021043945,0.7708283283745742,1,0,0,0
51,47,3,8,9,10,0.91,1.0,0.2765167148163434,-0.04859275959566093,0,1,0,1
26,114,1,10,8,15,0.81,3.0,0.27391304347826084,0.9111581320569918,0,0,1,1
28,118,4,15,7,11,0.6,2.0,0.2770060128550695,-0.262650995755795,0,0,1,0
48,153,1,15,9,14,0.63,2.0,0.27621483375959077,-0.5626097240958734,1,0,1,0
38,129,3,17,14,7,0.54,2.0,0.27391304347826084,0.41123513142251705,1,0,1,1
37,165,4,14,11,13,0.77,1.0,0.27621483375959077,1.2743548993156297,0,1,0,0
27,74,1,19,7,14,0.55,1.0,0.2767747230201067,-0.2929641059757668,1,1,0,0
53,167,4,17,5,12,0.79,3.0,0.2641112047177759,0.28706287460191326,0,0,0,0
47,113,4,16,9,17,0.94,1.0,0.2767747230201067,-0.6280099051983812,0,0,1,0
39,53,4,17,9,8,0.74,3.0,0.2655860349127182,-0.3628056104817696,0,1,0,0
52,116,1,12,7,8,0.82,2.0,0.27391304347826084,1.6857655892915442,0,0,1,1
37,113,3,14,4,11,0.94,1.0,0.2767747230201067,-0.47479348770166135,0,1,0,1
31,105,2,14,3,7,0.9,1.0,0.2767747230201067,0.3690825987593862,0,0,1,0
18,154,2,17,10,7,0.75,2.0,0.27391304347826084,0.8564947424833219,0,1,0,0
26,42,4,23,4,6,0.68,3.0,0.2723334021043945,-0.04228497157183425,0,1,0,0
18,102,3,27,7,10,0.92,2.0,0.2765167148163434,-0.47416517287897547,0,1,0,0
18,132,2,13,9,14,0.5,2.0,0.2765167148163434,-0.32129371253980865,0,1,0,0
18,21,3,12,6,8,0.88,2.0,0.2723334021043945,-0.3738319196249823,0,1,0,1
29,132,1,17,7,9,0.86,3.0,0.27474402730375425,0.34562551204578074,0,1,0,0
38,56,1,13,5,13,0.67,2.0,0.2765167148163434,0.340642113108988,0,1,0,0
26,31,3,9,7,10,0.73,1.0,0.2765167148163434,2.1388455639125517,0,1,0,0
37,39,4,18,13,11,0.92,3.0,0.265988987717069,1.1817215826141592,1,1,0,0
24,156,2,19,12,8,0.97,3.0,0.27474402730375425,-0.03537350852228978,0,1,0,0
48,177,3,14,11,14,0.68,1.0,0.2765167148163434,0.4980472960902802,1,1,0,1
46,125,1,17,9,6,0.8,2.0,0.2770060128550695,-0.3141173716728574,0,1,0,0
33,101,3,16,9,12,0.54,2.0,0.2767747230201067,-0.6235316220994339,1,0,1,0
22,42,2,15,11,17,0.8,3.0,0.2765167148163434,0.7102883472240189,0,0,0,1
40,159,3,22,8,15,0.65,3.0,0.2723334021043945,-0.25299835529355236,0,0,1,0
33,8,4,13,5,11,0.94,2.0,0.2641112047177759,0.13828778050868862,1,0,1,0
41,6,2,15,8,6,0.79,3.0,0.27391304347826084,0.3062757562877682,1,1,0,0
37,63,1,17,8,15,0.8,3.0,0.27474402730375425,2.1388455639125517,1,1,0,0
32,165,1,10,7,7,0.51,1.0,0.27391304347826084,0.022148097499676604,1,0,1,0
36,93,2,22,11,12,0.83,3.0,0.27391304347826084,1.5599424660740795,1,1,0,0
26,35,2,11,7,7,0.82,2.0,0.2723334021043945,0.8563407437522714,0,1,0,0
34,150,2,13,8,15,0.57,2.0,0.2655860349127182,-0.5801655794356254,0,0,1,0
18,113,2,14,6,11,0.54,3.0,0.265988987717069,-0.0986854668317533,0,0,1,0
18,174,1,17,9,4,0.52,2.0,0.2719186785260483,2.1388455639125517,1,0,1,0
23,165,1,11,9,12,0.89,1.0,0.27391304347826084,-0.23640961198479724,1,0,1,0
29,54,1,16,5,6,0.79,2.0,0.265988987717069,0.9833034575795095,0,1,0,1
39,9,1,17,7,8,0.96,1.0,0.2719186785260483,0.12277702831728667,1,0,1,0
22,105,2,19,10,11,0.63,1.0,0.2655860349127182,-0.3383629318894412,0,1,0,0
38,57,2,8,8,9,0.97,1.0,0.2719186785260483,0.20628130024208602,0,0,1,0
27,157,4,22,10,4,1.0,1.0,0.2719186785260483,-0.15253574310547682,1,1,0,1
37,32,1,10,6,6,0.78,1.0,0.27812113720642767,0.31767166238550193,0,0,1,0
32,153,3,18,7,11,0.7,1.0,0.2767747230201067,-0.38570830176359344,1,1,0,0
33,163,1,20,3,7,0.8,3.0,0.26641414141414144,-0.5709810951157762,1,0,1,0
24,170,3,16,9,7,0.74,3.0,0.2733843537414966,1.0338027214655752,1,1,0,1
43,51,1,15,7,5,0.92,2.0,0.2767747230201067,2.1388455639125517,0,0,1,0
44,151,4,17,11,7,0.82,1.0,0.2765167148163434,-0.15759306143317378,0,0,0,0
43,125,1,7,6,8,0.97,2.0,0.2770060128550695,-0.4467903584474464,0,0,1,0
21,68,1,21,7,4,0.85,3.0,0.2723334021043945,-0.11443029709435194,0,1,0,0
39,108,4,12,9,7,0.55,2.0,0.2765167148163434,0.521584462144032,1,0,0,1
23,25,3,14,12,5,0.55,1.0,0.2641112047177759,2.1388455639125517,1,1,0,1
35,35,4,14,7,15,0.59,2.0,0.27391304347826084,-0.11139344211803695,0,1,0,0
35,23,1,17,10,6,0.53,2.0,0.2767747230201067,-0.25870246829166127,0,1,0,0
35,31,3,9,9,8,0.62,2.0,0.27474402730375425,-0.23263972304868208,0,0,0,0
28,106,1,11,12,11,0.86,3.0,0.27391304347826084,0.48557955882443526,0,1,0,0
28,87,2,18,3,14,0.94,1.0,0.2767747230201067,-0.27436105926487164,0,0,1,0
47,178,1,23,9,3,0.51,1.0,0.27391304347826084,0.07691620621046083,1,1,0,0
18,125,1,14,7,11,0.51,1.0,0.2770060128550695,-0.010973949574655506,0,0,1,0
42,121,3,13,7,11,0.91,2.0,0.2655860349127182,-0.5742150684678359,0,1,0,0
31,164,1,18,10,9,0.91,1.0,0.2719186785260483,-0.14762626355958827,0,1,0,1
32,5,1,24,7,13,0.82,2.0,0.2723334021043945,0.3143822494902642,1,1,0,0
51,90,4,14,5,10,0.94,2.0,0.2767747230201067,0.6573620633365981,0,1,0,1
18,78,2,20,8,10,0.76,2.0,0.27391304347826084,0.29470737161125793,0,1,0,0
26,82,1,20,8,10,0.69,2.0,0.2770060128550695,-0.5779110380130468,1,0,1,0
34,149,1,17,4,6,0.91,2.0,0.2770060128550695,-0.5423681308866015,0,1,0,0
41,108,3,9,2,5,0.55,3.0,0.27391304347826084,-0.4731241414570744,0,1,0,1
45,72,1,8,6,10,0.58,2.0,0.2627646326276463,0.5608171788664461,1,1,0,0
49,165,1,9,12,15,0.7,2.0,0.27812113720642767,1.202209573793112,0,1,0,0
38,51,1,11,8,13,0.84,2.0,0.2641112047177759,0.6709201116182802,1,1,0,1
41,152,1,14,5,12,0.87,3.0,0.27391304347826084,-0.555384103634986,0,1,0,0
41,11,2,15,10,12,0.91,2.0,0.2641112047177759,1.8125558245400057,0,0,1,0
48,146,1,12,10,16,0.7,1.0,0.2765167148163434,1.4170994031009185,1,0,1,1
40,136,1,18,5,9,0.6,1.0,0.2733843537414966,1.0690745908253716,1,1,0,0
41,17,3,18,13,14,0.65,2.0,0.2767747230201067,-0.1301874472554346,0,0,1,0
45,7,2,11,1,16,0.82,2.0,0.27391304347826084,0.7493732251646247,1,1,0,0
35,69,1,16,7,11,0.66,2.0,0.27812113720642767,-0.4257910914814062,1,1,0,0
29,176,1,13,7,11,0.7,1.0,0.265988987717069,-0.4094857058377839,1,1,0,0
24,131,1,12,6,6,0.98,2.0,0.2770060128550695,0.11430093816026957,0,1,0,0
22,32,3,15,9,15,0.95,1.0,0.27812113720642767,2.1388455639125517,0,1,0,0
24,94,2,15,6,7,0.7,3.0,0.2765167148163434,0.8856621021442783,0,0,1,0
35,28,1,10,4,7,0.76,2.0,0.2770060128550695,-0.015945028612964228,0,0,1,0
22,105,3,14,8,8,0.54,1.0,0.2767747230201067,-0.4200561787370872,1,1,0,0
18,111,1,10,12,15,0.86,2.0,0.27812113720642767,-0.038829240047062015,0,0,1,0
46,3,4,16,13,12,0.92,2.0,0.2655860349127182,0.17963951977035708,1,0,1,0
35,9,1,11,6,10,0.62,1.0,0.2765167148163434,-0.22451474999846002,1,1,0,0
38,73,2,17,9,9,0.82,1.0,0.2770060128550695,0.5969268013231571,0,0,1,0
36,85,4,19,8,16,0.74,2.0,0.2641112047177759,-0.23647121147721742,0,1,0,1
33,134,1,13,9,9,0.72,1.0,0.2767747230201067,-0.43925058057521604,1,0,1,0
42,130,2,14,7,7,0.7,3.0,0.27474402730375425,-0.5015276674120205,1,1,0,0
55,50,3,17,10,9,0.75,1.0,0.2719186785260483,0.3329852962011593,1,1,0,1
42,44,2,13,7,14,0.66,3.0,0.2627646326276463,-0.5407480642359507,0,1,0,0
58,24,2,16,6,10,0.73,1.0,0.2723334021043945,0.7661467669506403,0,0,0,0
52,95,2,15,7,8,0.71,2.0,0.2770060128550695,-0.2054004275004774,1,1,0,1
40,160,4,7,8,7,0.85,1.0,0.2719186785260483,-0.3723596917561399,1,1,0,0
36,100,2,18,4,10,0.82,1.0,0.2733843537414966,-0.1498315253882308,1,0,1,1
39,172,3,11,3,17,0.57,2.0,0.2770060128550695,-0.6354018442888031,1,1,0,0
50,160,1,8,8,11,0.84,3.0,0.27391304347826084,-0.43305983158698774,1,1,0,0
41,57,1,16,9,8,0.84,3.0,0.2719186785260483,-0.2277856830459717,0,0,1,1
43,155,2,9,10,5,0.77,1.0,0.27474402730375425,0.24438058630396886,0,1,0,0
18,118,2,17,11,9,0.51,2.0,0.27474402730375425,0.06560037945287331,0,1,0,0
39,104,4,13,5,14,0.56,2.0,0.2723334021043945,0.4034119958851539,0,0,1,0
32,157,1,14,2,10,0.54,2.0,0.265988987717069,-0.1841609225139985,0,0,1,0
38,72,2,11,2,9,0.79,2.0,0.2723334021043945,-0.5554210633304382,1,0,1,1
43,66,2,9,5,10,0.8,1.0,0.2719186785260483,0.5923869187317896,0,0,1,0
35,94,1,18,8,6,0.62,1.0,0.27391304347826084,0.22697256974602528,0,0,1,0
43,35,2,18,6,7,0.94,2.0,0.2767747230201067,-0.45248831149631324,0,0,0,0
36,178,1,17,7,8,0.83,1.0,0.2723334021043945,-0.05328664091807884,1,1,0,0
49,2,1,21,3,12,0.94,3.0,0.27391304347826084,-0.30492056745452417,0,0,1,0
24,173,3,10,5,12,0.56,1.0,0.2719186785260483,-0.1928772506914543,1,0,1,0
29,54,2,9,5,6,0.86,3.0,0.27391304347826084,0.19531659059129353,0,1,0,1
55,128,1,11,8,13,0.85,1.0,0.26641414141414144,0.7378910797775027,1,0,1,0
32,54,3,15,9,15,0.63,3.0,0.2770060128550695,0.7095183535687666,0,1,0,0
41,140,2,12,10,10,0.51,2.0,0.2765167148163434,0.06056154097290238,0,1,0,1
29,116,1,15,8,15,0.7,3.0,0.2733843537414966,1.8465525844067046,0,0,1,0
47,114,2,16,4,13,0.78,2.0,0.2765167148163434,-0.21217637166669748,1,1,0,0
21,58,2,15,6,7,0.77,3.0,0.2765167148163434,-0.6248621711357099,0,0,1,0
49,113,3,18,3,7,0.84,2.0,0.27474402730375425,0.5526182864253198,0,0,1,1
45,45,1,16,14,8,0.52,1.0,0.27391304347826084,0.056896371173901526,0,0,0,0
45,103,4,23,7,4,0.85,1.0,0.27391304347826084,-0.5260689051922213,1,1,0,0
37,149,3,18,5,13,0.81,3.0,0.2770060128550695,-0.38185833348733206,0,1,0,0
26,99,1,11,8,9,0.96,2.0,0.2627646326276463,1.5536531578979789,0,0,0,0
49,119,4,11,11,11,0.95,1.0,0.2655860349127182,0.19714609551617296,1,1,0,0
27,78,2,17,11,10,0.94,3.0,0.2655860349127182,1.2858062449565415,1,0,1,1
44,155,2,16,8,9,0.65,1.0,0.2767747230201067,1.16240398179119,0,0,1,0
28,5,3,10,11,7,0.76,2.0,0.265988987717069,0.05615101731561732,1,0,1,1
34,17,2,15,5,16,0.97,1.0,0.2765167148163434,-0.1616401480851798,0,0,1,0
28,79,3,18,4,15,0.57,3.0,0.27391304347826084,-0.5603675025717788,1,0,1,0
18,8,2,17,7,8,0.58,1.0,0.2767747230201067,0.14181127147512304,1,0,1,1
38,127,4,10,7,12,0.77,1.0,0.2765167148163434,0.8419141426274648,1,1,0,0
45,85,4,9,9,13,0.76,1.0,0.2765167148163434,0.11677107780631887,1,1,0,0
39,72,2,13,10,7,0.69,3.0,0.2770060128550695,0.2366313701575099,1,0,1,1
38,77,2,21,7,5,0.89,1.0,0.2770060128550695,-0.075289979610568,1,1,0,0
28,46,4,9,7,10,0.54,2.0,0.2767747230201067,0.9657106425443054,1,1,0,0
52,40,2,13,6,11,0.5,2.0,0.2765167148163434,-0.3550440744368266,1,0,1,0
27,56,4,25,11,10,0.92,1.0,0.2770060128550695,-0.5174880958980898,0,1,0,1
47,169,2,17,5,9,0.54,2.0,0.2733843537414966,-0.19774977054189075,1,0,0,0
51,80,1,18,6,14,0.76,2.0,0.27812113720642767,-0.5495691115505208,1,0,1,0
45,62,2,19,8,8,0.63,1.0,0.27474402730375425,0.15836305508842607,0,1,0,0
19,23,1,16,7,4,0.88,3.0,0.27391304347826084,-0.5412962997184904,0,1,0,1
35,54,1,21,8,6,0.91,1.0,0.27474402730375425,0.4425769531659059,0,0,1,0
35,173,2,13,11,9,0.83,2.0,0.265988987717069,1.27380666383309,0,1,0,0
48,2,1,12,3,9,0.61,2.0,0.2723334021043945,-0.3345437633593899,0,1,0,1
29,121,2,17,4,12,0.61,2.0,0.2770060128550695,1.6564811905949894,0,1,0,0
38,49,2,13,8,12,0.61,1.0,0.2765167148163434,1.1977620904403747,1,1,0,0
35,138,1,13,4,13,0.86,2.0,0.2770060128550695,-0.248815749758222,1,0,1,0
35,140,2,24,6,8,0.69,3.0,0.2723334021043945,0.14336973863335367,0,0,1,1
37,112,2,13,10,5,0.76,2.0,0.2765167148163434,-0.5711289338975847,0,1,0,0
36,18,1,12,6,13,0.5,1.0,0.2723334021043945,-0.2971220717141291,0,0,1,0
43,128,3,14,6,7,0.63,1.0,0.26641414141414144,1.1423718268561467,0,1,0,0
30,175,2,10,5,11,0.63,1.0,0.2767747230201067,0.11755339136005519,1,0,0,0
55,93,2,16,8,6,0.69,2.0,0.2723334021043945,0.26077837118622144,1,0,0,0
47,135,1,15,5,13,0.82,3.0,0.2641112047177759,-0.5294199175798792,1,1,0,1
35,105,2,14,9,10,0.89,3.0,0.2765167148163434,0.4177338778728463,0,1,0,0
25,137,2,10,10,4,0.58,2.0,0.2723334021043945,0.17359044961469516,0,0,1,0
35,120,3,17,5,14,0.61,2.0,0.27391304347826084,-0.31741910446657917,0,1,0,0
35,78,2,18,6,6,0.95,2.0,0.2767747230201067,0.2522530014352682,0,1,0,1
40,50,1,16,10,8,0.57,2.0,0.2765167148163434,1.0263553428319752,0,1,0,0
34,125,3,14,8,10,0.6,3.0,0.27474402730375425,-0.49398788953979017,0,0,0,0
22,102,1,17,8,13,0.53,2.0,0.2641112047177759,1.0873388403279558,0,0,1,0
51,86,1,13,8,10,0.87,2.0,0.2767747230201067,-0.2856830459717012,1,1,0,0
28,82,3,15,8,15,0.53,2.0,0.2655860349127182,1.6739446466961112,1,1,0,0
26,57,2,20,8,4,0.62,2.0,0.2765167148163434,-0.4596769722617486,0,1,0,0
18,24,3,21,8,12,0.64,3.0,0.2767747230201067,-0.2743733791633557,1,1,0,0
21,115,3,8,3,3,0.74,3.0,0.2627646326276463,0.31971060558461,1,1,0,0
23,73,2,23,10,5,0.86,2.0,0.2733843537414966,0.0049433592667196425,0,0,0,0
34,132,2,17,8,7,0.68,1.0,0.27391304347826084,0.08135136966471396,1,0,0,0
50,177,2,25,5,11,0.87,3.0,0.2723334021043945,-0.33520287792828585,0,0,1,0
33,93,1,12,6,12,0.86,2.0,0.2765167148163434,-0.30125539765552334,1,1,0,0
34,153,3,22,12,14,0.6,1.0,0.2723334021043945,0.5068437036078822,0,0,1,0
53,130,2,11,10,10,0.63,1.0,0.2767747230201067,-0.19725081465328725,1,0,1,0
37,27,4,10,6,7,0.86,1.0,0.27391304347826084,-0.2307609385298665,0,0,1,1
40,43,2,12,4,8,0.85,1.0,0.2719186785260483,-0.24025958026105865,1,0,1,0
36,76,1,13,5,6,0.95,2.0,0.2733843537414966,-0.16109191260264016,1,0,0,0
25,72,4,20,8,7,0.63,1.0,0.2723334021043945,0.867650410560617,1,1,0,1
36,164,1,15,6,11,0.9,1.0,0.2767747230201067,0.6977405306180277,1,0,1,0
31,124,2,11,5,10,0.65,1.0,0.27391304347826084,-0.4356038906239413,0,1,0,0
49,113,1,12,5,10,0.88,3.0,0.2723334021043945,-0.4397618563623036,1,1,0,0
27,138,3,11,12,9,0.95,1.0,0.2733843537414966,1.0390941178644688,0,1,0,0
36,157,1,13,12,9,0.78,2.0,0.2627646326276463,1.9862787130634043,0,1,0,1
42,56,1,16,4,10,0.54,2.0,0.2641112047177759,-0.15273902143046342,0,0,1,1
38,141,3,8,10,8,0.52,2.0,0.2723334021043945,-0.28509169084446745,0,0,0,0
30,86,1,16,8,9,0.79,2.0,0.2767747230201067,-0.5497662299262654,0,0,1,1
31,74,2,16,7,7,0.69,2.0,0.2655860349127182,0.8343189252120563,0,0,1,0
47,163,2,12,7,9,0.54,3.0,0.2770060128550695,-0.29828630212087054,0,0,1,0
30,10,1,12,8,12,0.61,2.0,0.2733843537414966,0.19364724434670658,0,1,0,1
40,75,4,13,9,15,0.62,1.0,0.2641112047177759,-0.43177856214464794,0,1,0,0
45,62,3,9,6,7,0.84,2.0,0.27812113720642767,-0.33342881254658463,0,0,0,0
38,160,1,14,9,9,0.69,1.0,0.265988987717069,-0.3890962738467035,0,1,0,0
19,179,2,11,9,6,0.88,3.0,0.27391304347826084,-0.5979616727958161,1,0,1,0
43,168,1,21,6,12,0.6,3.0,0.2723334021043945,-0.14805746000652956,1,1,0,0
39,79,2,17,8,7,0.74,1.0,0.2770060128550695,0.6646369633914216,0,0,1,1
37,72,1,14,10,7,0.84,2.0,0.2641112047177759,0.051192258175792635,0,0,1,1
40,16,3,15,11,8,0.95,1.0,0.27391304347826084,2.1388455639125517,1,1,0,0
23,77,2,12,16,6,0.7,3.0,0.2723334021043945,1.7640647041068382,1,1,0,0
33,96,1,10,12,6,0.94,2.0,0.265988987717069,-0.3952808628856898,1,0,1,1
30,106,4,19,10,9,0.51,1.0,0.2770060128550695,2.1388455639125517,0,0,1,0
54,52,2,12,4,17,0.69,1.0,0.2770060128550695,0.47249582663438855,1,0,1,0
49,100,4,12,12,9,0.61,3.0,0.26641414141414144,-0.33043507721496373,0,1,0,1
44,18,1,18,11,8,0.6,2.0,0.2723334021043945,0.2635811480913397,0,1,0,1
30,132,4,14,9,12,0.88,2.0,0.2765167148163434,-0.2880731062776043,0,0,1,0
40,154,2,14,10,7,0.87,1.0,0.2627646326276463,0.5011519105082574,0,0,0,0
19,91,2,11,11,11,0.61,2.0,0.2765167148163434,0.06124529533876641,1,1,0,0
45,139,1,12,7,10,0.98,3.0,0.2733843537414966,2.1388455639125517,1,1,0,0
41,96,1,19,6,9,0.64,3.0,0.265988987717069,-0.23756768244229667,1,1,0,0
40,139,2,13,10,9,0.6,2.0,0.2723334021043945,-0.004746240890975058,1,0,1,0
33,5,3,5,12,8,0.53,2.0,0.2723334021043945,1.2797756546486057,1,0,1,1
45,44,1,11,9,4,0.86,2.0,0.27391304347826084,-0.4145430241654809,0,1,0,0
52,137,3,15,7,11,0.87,2.0,0.2733843537414966,-0.5085992891418575,1,1,0,0
18,178,1,15,8,5,0.77,1.0,0.2641112047177759,-0.47871121541958495,1,0,0,0
38,145,2,15,6,10,0.97,3.0,0.2770060128550695,-0.21017438816304154,1,1,0,0
41,36,2,24,10,7,0.58,2.0,0.2733843537414966,-0.33215370305348685,0,1,0,0
24,117,3,21,4,16,0.52,1.0,0.27391304347826084,0.4049581431449005,1,0,0,0
45,99,1,15,5,12,0.96,1.0,0.2770060128550695,-0.47786730237342845,0,0,1,1
51,118,1,10,7,8,0.65,3.0,0.2723334021043945,0.4580261058648877,0,1,0,0
50,124,1,20,6,7,0.7,1.0,0.2770060128550695,-0.48462476669192245,1,1,0,0
39,112,1,15,6,10,0.83,3.0,0.265988987717069,-0.6234761825562557,0,1,0,0
52,94,4,10,4,4,0.51,3.0,0.2765167148163434,1.3517177018461368,0,0,1,0
39,13,4,16,8,7,0.99,2.0,0.27391304347826084,-0.1540141309235612,0,0,0,1
32,164,2,9,13,4,0.62,1.0,0.2733843537414966,-0.2660020081434529,0,0,1,0
33,51,2,15,3,6,0.59,1.0,0.2765167148163434,-0.3537258452990347,0,0,1,0
42,86,4,16,9,14,0.76,1.0,0.27474402730375425,-0.43840666752905955,0,1,0,0
24,54,3,13,5,6,0.78,1.0,0.27391304347826084,0.42163928569228587,1,0,1,0
39,97,4,19,10,7,0.96,1.0,0.26641414141414144,-0.5034495715755302,1,1,0,0
30,117,2,15,5,13,0.99,3.0,0.2767747230201067,0.32864869193477847,0,0,0,1
38,38,2,13,6,13,0.51,3.0,0.2767747230201067,1.971014358841683,1,0,1,1
26,35,2,21,10,8,0.74,2.0,0.2723334021043945,0.012125860082912917,0,1,0,0
27,117,2,14,9,6,0.64,3.0,0.2770060128550695,2.1388455639125517,1,1,0,0
36,110,3,14,14,14,0.7,1.0,0.2627646326276463,-0.28738935191174025,1,1,0,0
20,158,3,13,14,4,0.58,3.0,0.27391304347826084,0.20318284577335083,1,0,1,0
29,37,2,18,7,18,0.79,1.0,0.2723334021043945,-0.6061482453384585,1,1,0,1
18,164,1,11,7,14,0.78,3.0,0.2733843537414966,-0.512831174271124,1,0,0,0
54,4,1,11,10,6,0.82,3.0,0.2765167148163434,0.6386050178946525,1,1,0,0
25,102,1,20,6,13,0.9,1.0,0.2767747230201067,-0.23574433746665927,1,0,1,0
40,162,2,14,5,13,0.67,2.0,0.2723334021043945,0.17602362956529238,0,1,0,0
39,99,2,17,6,6,0.84,2.0,0.2733843537414966,1.6274739896143255,1,1,0,1
39,111,1,16,11,13,0.89,2.0,0.2765167148163434,-0.3282236554370792,0,1,0,0
37,21,3,12,10,10,0.7,1.0,0.27474402730375425,0.26916822205385027,1,0,1,1
44,130,1,23,6,11,0.58,2.0,0.26641414141414144,0.550961260079217,1,1,0,0
19,152,4,10,10,9,0.57,2.0,0.2733843537414966,-0.36453039626953476,0,1,0,0
32,92,2,21,5,17,0.52,2.0,0.27391304347826084,0.24890814899685226,1,1,0,1
34,57,3,17,11,8,0.82,1.0,0.27391304347826084,-0.5889003874608073,1,1,0,1
20,110,4,17,13,11,0.72,1.0,0.2770060128550695,-0.5453249065227702,1,0,1,0
37,83,2,10,5,8,0.71,3.0,0.2767747230201067,-0.41362519172842016,0,0,1,0
40,144,1,17,6,8,0.99,3.0,0.2641112047177759,-0.2622629189535478,1,1,0,0
32,158,3,15,4,11,0.72,1.0,0.2733843537414966,0.3446276002685738,0,0,1,0
31,40,2,15,8,10,0.95,2.0,0.2641112047177759,0.015495352318296898,0,1,0,0
52,151,3,15,9,12,0.5,2.0,0.2765167148163434,-0.5580452017075379,1,0,1,0
45,17,1,13,8,11,0.8,3.0,0.2733843537414966,-0.32580895533420806,0,0,1,0
18,174,1,19,12,10,0.98,1.0,0.2723334021043945,0.8336721305416444,0,0,1,0
32,27,1,27,11,11,0.8,2.0,0.2770060128550695,0.5958241704088358,0,1,0,1
32,15,2,13,8,12,0.6,1.0,0.2770060128550695,1.9468858376606977,0,0,0,1
37,44,3,12,3,8,0.52,2.0,0.2770060128550695,2.1388455639125517,0,1,0,0
38,166,1,17,4,15,0.76,1.0,0.27812113720642767,-0.2764308022101898,1,1,0,0
35,105,2,15,7,14,0.95,1.0,0.27391304347826084,0.5809602128878458,0,0,1,0
44,126,1,12,9,13,0.89,2.0,0.2765167148163434,0.033414644663327976,1,0,1,1
46,125,1,12,6,11,0.52,3.0,0.2765167148163434,-0.23952038635201645,1,1,0,1
18,103,2,21,5,9,0.51,2.0,0.27812113720642767,2.1388455639125517,1,0,1,0
51,127,2,19,4,8,0.78,2.0,0.2641112047177759,-0.5220957379311194,1,1,0,0
27,28,1,16,8,7,0.96,2.0,0.265988987717069,2.1388455639125517,1,1,0,0
48,145,1,21,9,8,0.61,2.0,0.2770060128550695,-0.1146520552670646,1,1,0,1
34,86,4,16,13,8,0.59,2.0,0.2770060128550695,-0.5065849857397176,1,1,0,0
49,14,3,17,9,7,0.93,2.0,0.2770060128550695,0.44664867961488,1,1,0,1
31,111,3,12,11,9,0.78,2.0,0.27391304347826084,-0.5220895779818774,1,1,0,1
45,167,1,17,12,7,0.95,2.0,0.2723334021043945,0.5781759158304536,1,1,0,0
41,48,2,23,9,9,0.87,1.0,0.2770060128550695,0.6085383056443615,0,0,0,1
23,35,1,17,7,11,0.96,1.0,0.2770060128550695,1.2212006973062541,1,0,0,0
45,129,3,24,7,4,0.75,3.0,0.2765167148163434,-0.31172115141771234,1,1,0,1
33,59,1,20,7,16,0.67,2.0,0.2767747230201067,0.9470583162394742,1,1,0,1
41,116,2,11,12,8,0.63,3.0,0.2733843537414966,-0.07046057940482571,0,0,0,0
22,49,2,11,12,10,0.81,1.0,0.27621483375959077,-0.2634949088019515,0,1,0,0
37,65,2,12,7,5,0.6,2.0,0.2723334021043945,-0.548275522209697,0,1,0,1
37,142,4,19,9,13,0.52,1.0,0.2767747230201067,2.1388455639125517,0,1,0,0
25,168,1,10,7,10,0.96,2.0,0.2641112047177759,-0.017189338359851914,0,0,1,1
31,110,2,17,9,12,0.8,3.0,0.2723334021043945,-0.4644016533303766,0,0,1,0
36,5,2,11,7,9,0.69,3.0,0.2733843537414966,-0.4835898952192634,1,1,0,1
63,170,1,11,6,8,0.86,2.0,0.2767747230201067,0.03422775796327438,1,0,1,0
33,26,1,14,7,9,0.7,1.0,0.2723334021043945,-0.36432711794454814,0,1,0,1
18,38,1,27,5,11,0.83,2.0,0.2770060128550695,-0.09650484480007884,1,0,1,0
36,118,1,11,12,14,0.77,1.0,0.2723334021043945,2.1388455639125517,1,0,1,1
33,124,1,23,6,11,0.7,1.0,0.2719186785260483,0.5404031070783977,0,0,1,0
30,128,1,11,10,9,0.96,2.0,0.27812113720642767,0.20900399780705806,0,1,0,0
42,68,2,21,15,7,0.64,3.0,0.2641112047177759,0.9278577544521033,0,0,1,1
38,99,2,14,3,8,0.94,1.0,0.2767747230201067,-0.31785030091352046,0,1,0,0
37,98,1,19,8,10,0.68,3.0,0.2770060128550695,0.5644330690715108,1,0,1,0
42,176,2,11,11,9,0.53,1.0,0.27474402730375425,-0.32543935837968696,0,0,1,0
